
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.551
Model:,OLS,  Adj. R-squared (uncentered):,   0.442
Method:,Least Squares,  F-statistic:       ,   5.077
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:22:18,  Log-Likelihood:    ,-1.3237e+05
No. Observations:,  7080,  AIC:               ,2.675e+05
Df Residuals:,  5704,  BIC:               ,2.769e+05
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_NOVA AURORA MARMORES E GRANITOS LTDA,-2.267e+06, 5.13e+07,   -0.044, 0.965,-1.03e+08, 9.82e+07
Cliente_NOVARTIS BIOCIENCIAS S/A,  1.85e+07,  4.4e+07,    0.420, 0.675,-6.79e+07, 1.05e+08
Cliente_NOVO PISO S/A ENGENHARIA DE REVESTIMENTOS,-7.093e+06, 3.15e+07,   -0.225, 0.822,-6.89e+07, 5.47e+07
Cliente_NOVUS - PRODUTOS ELETRONICOS LTDA,  7.33e+06, 3.62e+07,    0.202, 0.840,-6.37e+07, 7.83e+07
Cliente_OBER SA INDUSTRIA E COMERCIO, -8.28e+05, 3.15e+07,   -0.026, 0.979,-6.26e+07,  6.1e+07
Cliente_OBERTHUR TECHNOLOGIES - SISTEMA DE CARTOES LTDA, 1.955e+07,  4.4e+07,    0.444, 0.657,-6.68e+07, 1.06e+08
Cliente_OCEANO IND E COM DE MADEIRAS LTDA,  -2.7e+07, 5.72e+07,   -0.472, 0.637,-1.39e+08,  8.5e+07
Cliente_ODEBRECHT COMERCIO E INDUSTRIA DE CAFE LTDA,-5.284e+05, 3.97e+07,   -0.013, 0.989,-7.83e+07, 7.72e+07
Cliente_OEM COMERCIO EXTERIOR LTDA,-1.291e+07, 3.79e+07,   -0.341, 0.733,-8.71e+07, 6.13e+07
"Cliente_OLEOPLAN S,A, OLEOS VEGETAIS PLANALTO", 5.907e+06, 3.32e+07,    0.178, 0.859,-5.92e+07,  7.1e+07
Cliente_OLIDEF CZ IND E COM DE APARELHOS HOSPITALARES LTDA,-7.428e+06, 2.93e+07,   -0.254, 0.800,-6.48e+07, 4.99e+07
Cliente_OLIMPUS INDUSTRIAL E COMERCIAL LTDA,-7.496e+06,  4.4e+07,   -0.170, 0.865,-9.38e+07, 7.88e+07
Cliente_OMECO INDUSTRIA E COMERCIO DE MAQUINAS LTDA,-1.947e+05, 3.29e+07,   -0.006, 0.995,-6.46e+07, 6.42e+07
Cliente_ONESUBSEA DO BRASIL SERVICOS SUBMARINOS LTDA, 3.543e+07, 3.44e+07,    1.030, 0.303, -3.2e+07, 1.03e+08
Cliente_ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPEDIA LTDA, 7.896e+06, 4.41e+07,    0.179, 0.858,-7.85e+07, 9.43e+07
"Cliente_OSTERNO IND, E COMERCIO DE MOV, LTDA", 5.708e+06, 4.25e+07,    0.134, 0.893,-7.76e+07, 8.91e+07
Cliente_OURO FINO SAUDE ANIMAL LTDA,-4.104e+06, 2.78e+07,   -0.148, 0.883,-5.86e+07, 5.04e+07
Cliente_OXFORD PORCELANAS S/A,-3.655e+06, 2.76e+07,   -0.132, 0.895,-5.78e+07, 5.05e+07
Cliente_OXITENO NORDESTE S A INDUSTRIA E COMERCIO, 1.882e+07,  3.3e+07,    0.571, 0.568,-4.58e+07, 8.34e+07
Cliente_OXITENO S A INDUSTRIA E COMERCIO,-8.912e+04,  4.4e+07,   -0.002, 0.998,-8.64e+07, 8.63e+07
Cliente_P B ZANZINI & CIA,-6.794e+06, 3.31e+07,   -0.205, 0.837,-7.17e+07, 5.81e+07
Cliente_PADTEC S/A,-5.736e+06, 3.62e+07,   -0.159, 0.874,-7.67e+07, 6.52e+07
Cliente_PALETRANS EQUIPAMENTOS LTDA,-8.762e+06,  4.4e+07,   -0.199, 0.842,-9.51e+07, 7.76e+07
Cliente_PALINI & ALVES LTDA, -6.54e+06, 2.89e+07,   -0.226, 0.821,-6.31e+07, 5.01e+07
Cliente_PALMALI - INDUSTRIAL DE ALIMENTOS LTDA,-1.791e+06, 3.53e+07,   -0.051, 0.960, -7.1e+07, 6.74e+07
Cliente_PAMESA DO BRASIL S/A,-1.256e+07, 4.06e+07,   -0.309, 0.757,-9.21e+07,  6.7e+07
Cliente_PAMPLONA ALIMENTOS S/A, 2.459e+06, 3.36e+07,    0.073, 0.942,-6.34e+07, 6.84e+07
Cliente_PANDURATA ALIMENTOS LTDA,-9.947e+06, 2.95e+07,   -0.337, 0.736,-6.78e+07, 4.79e+07
Cliente_PAQUETA BAHIA LTDA,-1.052e+07, 3.45e+07,   -0.305, 0.761,-7.82e+07, 5.72e+07
Cliente_PAQUETA CALCADOS LTDA,  3.55e+06, 2.68e+07,    0.132, 0.895, -4.9e+07, 5.61e+07
"Cliente_PAQUETA CALCADOS LTDA,", 1.227e+07, 3.56e+07,    0.345, 0.730,-5.74e+07,  8.2e+07
Cliente_PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA,-2.794e+06, 2.78e+07,   -0.100, 0.920,-5.74e+07, 5.18e+07
Cliente_PARANATEX INDUSTRIA TEXTIL LTDA,-4.715e+05, 4.66e+07,   -0.010, 0.992,-9.17e+07, 9.08e+07
Cliente_PARNAPLAST INDUSTRIA DE PLASTICOS LTDA,-2.051e+06, 4.57e+07,   -0.045, 0.964,-9.16e+07, 8.75e+07
Cliente_PASTIFICIO SELMI SA, -5.07e+06,  4.4e+07,   -0.115, 0.908,-9.14e+07, 8.13e+07
"Cliente_PATI NICKI CONFECCOES LTDA,",-3.786e+06,  3.1e+07,   -0.122, 0.903,-6.46e+07,  5.7e+07
Cliente_PBG S/A, 1.093e+06, 2.93e+07,    0.037, 0.970,-5.63e+07, 5.84e+07
Cliente_PE DE FERRO CALCADOS E ARTEFATOS DE COURO LTDA - ME, -5.67e+06, 3.31e+07,   -0.171, 0.864,-7.06e+07, 5.93e+07
Cliente_PE DE FERRO NORDESTE LTDA, 5.166e+06, 4.14e+07,    0.125, 0.901, -7.6e+07, 8.63e+07
Cliente_PECCIN SA, 3.753e+06, 3.05e+07,    0.123, 0.902,-5.61e+07, 6.36e+07
Cliente_PEMAGRAN PEDRAS MARMORES E GRANITOS LTDA,-2.261e+06, 5.13e+07,   -0.044, 0.965,-1.03e+08, 9.82e+07
Cliente_PENASUL ALIMENTOS LTDA, 1.128e+07, 3.14e+07,    0.359, 0.719,-5.03e+07, 7.28e+07
Cliente_PEPSICO AMACOCO BEBIDAS DO BRASIL LTDA, -1.17e+07, 4.99e+07,   -0.235, 0.815,-1.09e+08, 8.61e+07
Cliente_PERDIGAO AGROINDUSTRIAL S/A, 4.155e+06, 2.77e+07,    0.150, 0.881,-5.01e+07, 5.84e+07
"Cliente_PERTECH DO BRASIL LTDA,",-4.699e+06, 3.62e+07,   -0.130, 0.897,-7.56e+07, 6.62e+07
Cliente_PERTO S A PERIFERICOS PARA AUTOMACAO,   1.4e+07, 3.62e+07,    0.387, 0.699, -5.7e+07,  8.5e+07
Cliente_PETTENATI SA INDUSTRIA TEXTIL, 7.007e+06, 3.62e+07,    0.193, 0.847, -6.4e+07,  7.8e+07
Cliente_PEUGEOT-CITROEN DO BRASIL AUTOMOVEIS LTDA, 5.722e+07, 3.09e+07,    1.854, 0.064,-3.28e+06, 1.18e+08
Cliente_PEVAL S A,-9.648e+06, 3.56e+07,   -0.271, 0.786,-7.94e+07, 6.01e+07
"Cliente_PIACENTINI & CIA, LTDA,",-7.263e+06, 3.62e+07,   -0.201, 0.841,-7.82e+07, 6.37e+07
"Cliente_PICCIN MAQUINAS AGRICOLAS LTDA,",-6.823e+06, 3.31e+07,   -0.206, 0.837,-7.18e+07, 5.81e+07
Cliente_PILKINGTON BRASIL LTDA, 1.109e+07, 2.84e+07,    0.391, 0.696,-4.45e+07, 6.67e+07
Cliente_PINC IS TIGRE LTDA,-2.084e+06,  4.4e+07,   -0.047, 0.962,-8.84e+07, 8.43e+07
Cliente_PINCEIS ATLAS S/A, 9.024e+06, 3.16e+07,    0.286, 0.775,-5.29e+07, 7.09e+07
Cliente_PINEPLY COMPENSADOS LTDA,-1.983e+06, 3.28e+07,   -0.060, 0.952,-6.63e+07, 6.23e+07
"Cliente_PINHALENSE S/A,-MAQUINAS AGRICOLAS",-5.947e+06, 2.78e+07,   -0.214, 0.831,-6.04e+07, 4.85e+07
"Cliente_PIRELLI PNEUS LTDA,", 2.089e+07, 2.69e+07,    0.777, 0.437,-3.18e+07, 7.36e+07
"Cliente_PISANI PLASTICOS S,A",  1.16e+07, 4.41e+07,    0.263, 0.793,-7.48e+07,  9.8e+07
Cliente_PISOFORTE REVESTIMENTOS CERAMICOS LTDA,-9.201e+05, 4.44e+07,   -0.021, 0.983, -8.8e+07, 8.61e+07
Cliente_PISTACHE CONFECCOES LTDA, 3.145e+05, 3.61e+07,    0.009, 0.993,-7.04e+07, 7.11e+07
Cliente_PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA,-9.156e+05, 3.05e+07,   -0.030, 0.976,-6.07e+07, 5.89e+07
Cliente_PLASSON DO BRASIL LTDA,-1.496e+06,  3.2e+07,   -0.047, 0.963,-6.43e+07, 6.13e+07
Cliente_PLASTICOS IBRACIL LTDA,-6.626e+06,  4.4e+07,   -0.150, 0.880, -9.3e+07, 7.97e+07
"Cliente_PLATODIESEL IND, E COM, DE PECAS AUTOMOTIVAS LTDA,",-6.614e+06,  4.4e+07,   -0.150, 0.881, -9.3e+07, 7.97e+07
Cliente_PLP - PRODUTOS PARA LINHAS PREFORMADOS LTDA,-9.086e+06, 3.62e+07,   -0.251, 0.802,   -8e+07, 6.18e+07
Cliente_PLUMA AGRO AVICOLA LTDA,-7.348e+05, 3.52e+07,   -0.021, 0.983,-6.97e+07, 6.82e+07
Cliente_PMG TRADING S/A,-8.612e+04, 3.62e+07,   -0.002, 0.998,-7.11e+07, 7.09e+07
Cliente_POLIMETRI INDUSTRIA METALURGICA LTDA, -6.39e+06, 2.89e+07,   -0.221, 0.825,-6.31e+07, 5.03e+07
Cliente_POLIMOLD INDUSTRIAL S/A,-6.611e+06, 2.86e+07,   -0.231, 0.817,-6.26e+07, 4.94e+07
Cliente_POLIRIM DO BRASIL INDUSTRIA DE PECAS LTDA,  9.47e+06, 4.41e+07,    0.215, 0.830,-7.69e+07, 9.59e+07
"Cliente_POLITORNO MOVEIS LTDA,", 7.162e+06, 4.41e+07,    0.162, 0.871,-7.92e+07, 9.36e+07
"Cliente_POLYSTAR - INDUSTRIA E COM, DE PROD, SINTETICOS LTDA",-1.118e+07, 4.51e+07,   -0.248, 0.804,-9.96e+07, 7.72e+07
Cliente_POMAR S/A INDUSTRIAL E COMERCIAL,-5.449e+06,  4.4e+07,   -0.124, 0.902,-9.18e+07, 8.09e+07
Cliente_POMI FRUTAS S/A,-3.985e+06, 2.89e+07,   -0.138, 0.890,-6.07e+07, 5.28e+07
Cliente_POMIFRAI FRUTICULTURA SA,-3.218e+06, 3.04e+07,   -0.106, 0.916,-6.27e+07, 5.63e+07
"Cliente_PPALBER INDUSTRIAL, COMERCIAL E IMPORTADORA LTDA,",-7.935e+06,  4.4e+07,   -0.180, 0.857,-9.43e+07, 7.84e+07
Cliente_PPE FIOS ESMALTADOS S/A, 1.046e+05, 2.74e+07,    0.004, 0.997,-5.35e+07, 5.37e+07
Cliente_PRALANA INDUSTRIA E COMERCIO LTDA,-6.255e+06,  4.4e+07,   -0.142, 0.887,-9.26e+07, 8.01e+07
Cliente_PRAT-K UTILIDADES LIMITADA, 5.904e+06, 3.32e+07,    0.178, 0.859,-5.92e+07,  7.1e+07
"Cliente_PRATICA KLIMAQUIP INDUSTRIA E COMERCIO S,A,",-1.297e+07, 4.49e+07,   -0.289, 0.772,-1.01e+08,  7.5e+07
"Cliente_PRATICA PRODUTOS S,A,", -1.41e+07, 3.71e+07,   -0.380, 0.704,-8.69e+07, 5.87e+07
Cliente_PREDILECTA ALIMENTOS LTDA,-4.868e+06, 2.93e+07,   -0.166, 0.868,-6.23e+07, 5.26e+07
Cliente_PRENSAS SCHULER S A, 3.153e+06, 2.63e+07,    0.120, 0.905,-4.85e+07, 5.48e+07
Cliente_PRESSURE COMPRESSORES LTDA,-1.496e+06, 4.57e+07,   -0.033, 0.974, -9.1e+07, 8.81e+07
Cliente_PRIMO TEDESCO SA,-4.882e+06, 2.89e+07,   -0.169, 0.866,-6.16e+07, 5.18e+07
Cliente_PROCOPIO INDUSTRIA E COMERCIO LTDA,  1.15e+06, 4.57e+07,    0.025, 0.980,-8.84e+07, 9.07e+07
Cliente_PROCTER & GAMBLE HIGIENE E COSMETICOS LTDA,-6.649e+06,  4.4e+07,   -0.151, 0.880, -9.3e+07, 7.97e+07
Cliente_PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA,  4.68e+06,  4.4e+07,    0.106, 0.915,-8.17e+07,  9.1e+07
Cliente_PRODUTOS ALIMENTICIOS ARAPONGAS S/A PRODASA,-9.628e+06, 3.15e+07,   -0.305, 0.760,-7.14e+07, 5.22e+07
Cliente_PRODUTOS ERLAN S/A,-1.432e+07, 4.49e+07,   -0.319, 0.750,-1.02e+08, 7.36e+07
Cliente_PRODUTOS ROCHE QUIMICOS E FAMACEUTICOS S/A, 3.305e+06, 3.05e+07,    0.108, 0.914,-5.65e+07, 6.31e+07
Cliente_PROJETO LM IND E COM LTDA, 3.052e+05,  3.7e+07,    0.008, 0.993,-7.23e+07, 7.29e+07
Cliente_PROMAFLEX INDUSTRIAL LTDA, -7.56e+06,  4.4e+07,   -0.172, 0.864,-9.39e+07, 7.88e+07
"Cliente_PROMETEON TYRE GROUP INDUSTRIA BRASIL LTDA,", 1.384e+08,  4.4e+07,    3.142, 0.002,  5.2e+07, 2.25e+08
Cliente_PROMINAS BRASIL EQUIPAMENTOS LTDA,-7.004e+06, 3.62e+07,   -0.194, 0.846,-7.79e+07, 6.39e+07
"Cliente_PROQUALIT TELECOM LTDA,",-7.809e+06, 3.62e+07,   -0.216, 0.829,-7.87e+07, 6.31e+07
Cliente_PROQUIGEL QUIMICA S/A,-1.237e+07, 4.51e+07,   -0.274, 0.784,-1.01e+08,  7.6e+07
Cliente_PROTON GRANITO LTDA,-6.558e+05, 5.82e+07,   -0.011, 0.991,-1.15e+08, 1.13e+08
Cliente_PROTURBO USINAGEM DE PRECISAO LTDA,-6.114e+06,  4.4e+07,   -0.139, 0.890,-9.25e+07, 8.02e+07
"Cliente_PRYSMIAN DRAKA BRASIL S,A",-3.929e+06, 3.05e+07,   -0.129, 0.898,-6.37e+07, 5.59e+07
Cliente_PRYSMIAN SURFLEX UMBILICAIS TUBOS FLEXIV DO BRASIL LTDA, 8.357e+06, 4.02e+07,    0.208, 0.835,-7.05e+07, 8.72e+07
Cliente_PRYSMIAN TELECOMUNICACOES CABOS SISTEMAS DO BRASIL S/A,-1.568e+06, 2.93e+07,   -0.054, 0.957, -5.9e+07, 5.59e+07
Cliente_PST ELETRONICA LTDA, 1.175e+07, 4.29e+07,    0.274, 0.784,-7.24e+07, 9.59e+07
Cliente_QUALIMAR COMERCIO IMPORTACAO E EXPORTACAO,-1.347e+07, 4.31e+07,   -0.313, 0.755,-9.79e+07,  7.1e+07
Cliente_QUIMICA AMPARO LTDA,-5.301e+06, 3.62e+07,   -0.147, 0.884,-7.62e+07, 6.56e+07
Cliente_QUINELATO INDUSTRIA E COMERCIO LTDA,-7.405e+06, 3.16e+07,   -0.234, 0.815,-6.94e+07, 5.45e+07
Cliente_R C M INDUSTRIA COMERCIO EXP SUBPRODUTO ANIMAL LTDA,-5.266e+06, 5.48e+07,   -0.096, 0.923,-1.13e+08, 1.02e+08
Cliente_RADA & PAULA LTDA,-7.088e+06, 3.62e+07,   -0.196, 0.845, -7.8e+07, 6.38e+07
Cliente_RANDON SA IMPLEMENTOS E PARTICIPACOES, 3.228e+07, 2.69e+07,    1.202, 0.230,-2.04e+07, 8.49e+07
Cliente_RASIP ALIMENTOS LTDA,  6.01e+06, 3.32e+07,    0.181, 0.856,-5.91e+07, 7.11e+07
Cliente_RASSINI NHK AUTOPECAS LTDA,-2.622e+06, 3.31e+07,   -0.079, 0.937,-6.76e+07, 6.24e+07
Cliente_RAUMAK MAQUINAS LTDA,-3.803e+06, 3.66e+07,   -0.104, 0.917,-7.56e+07,  6.8e+07
Cliente_RAYTON INDUSTRIAL S/A,-7.089e+06,  4.4e+07,   -0.161, 0.872,-9.34e+07, 7.93e+07
Cliente_RCD COMERCIO E INDUSTRIA LTDA,-2.691e+06,  4.4e+07,   -0.061, 0.951, -8.9e+07, 8.36e+07
Cliente_REALCAFE SOLUVEL DO BRASIL S/A,-2.569e+05,  3.9e+07,   -0.007, 0.995,-7.68e+07, 7.63e+07
Cliente_REBIERE GELATINAS DE PRESIDENTE EPITACIO LTDA,-7.495e+06, 3.62e+07,   -0.207, 0.836,-7.84e+07, 6.34e+07
Cliente_RECOURO INDUSTRIA DE COURO RECONSTITUIDO LTDA, 6.892e+05, 3.35e+07,    0.021, 0.984,-6.49e+07, 6.63e+07
Cliente_REICHERT SA CALCADOS, 1.502e+07, 4.41e+07,    0.341, 0.733,-7.14e+07, 1.01e+08
Cliente_RENAR MOVEIS LTDA,-3.092e+06, 4.44e+07,   -0.070, 0.944,-9.01e+07,  8.4e+07
"Cliente_RENAULT DO BRASIL S,A", 4.134e+07, 2.92e+07,    1.418, 0.156,-1.58e+07, 9.85e+07
Cliente_RENNER SAYERLACK /S/A,-4.724e+06, 3.05e+07,   -0.155, 0.877,-6.45e+07, 5.51e+07
"Cliente_RENNER TEXTIL LTDA,", 5.618e+06, 4.41e+07,    0.127, 0.899,-8.08e+07,  9.2e+07
"Cliente_RENUKA VALE DO IVAI S,A, - EM RECUPERACAO JUDICIAL",-2.121e+06, 4.57e+07,   -0.046, 0.963,-9.17e+07, 8.74e+07
Cliente_REPINHO REFLORESTADORA MADEIRAS E COMPENSADOS LTDA, 1.076e+07, 3.53e+07,    0.305, 0.760,-5.84e+07, 7.99e+07
"Cliente_REQUIPH IND, E COM, DE EQUIPS, HIDRAULICOS LTDA",-1.114e+06,  4.4e+07,   -0.025, 0.980,-8.75e+07, 8.52e+07
Cliente_RESITOL INDUSTRIA QUIMICA LTDA,-5.001e+06, 4.44e+07,   -0.113, 0.910, -9.2e+07,  8.2e+07
Cliente_REVAL INDUSTRIA DE ARTEFATOS DE ARAME EIRELI, 6.715e+06,  4.5e+07,    0.149, 0.881,-8.15e+07, 9.49e+07
"Cliente_REVEST PISOS E REVESTIMENTOS LTDA,",-2.416e+06, 5.24e+07,   -0.046, 0.963,-1.05e+08,    1e+08
"Cliente_RHODIA BRASIL S,A,", -1.73e+06,  4.4e+07,   -0.039, 0.969,-8.81e+07, 8.46e+07
Cliente_RHODIA POLIAMIDA E ESPECIALIDADES SA, 2.131e+06, 3.62e+07,    0.059, 0.953,-6.88e+07, 7.31e+07
"Cliente_RIMO S,A -INDUSTRIA E COMERCIO",-7.346e+05, 4.23e+07,   -0.017, 0.986,-8.36e+07, 8.21e+07
Cliente_RIPASA S/A CELULOSE E PAPEL,  4.39e+06, 2.93e+07,    0.150, 0.881, -5.3e+07, 6.18e+07
Cliente_ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA, 1.742e+06,  4.4e+07,    0.040, 0.968,-8.46e+07, 8.81e+07
Cliente_ROBERT BOSCH LIMITADA, 3.877e+07, 2.77e+07,    1.399, 0.162,-1.56e+07, 9.31e+07
"Cliente_ROCA BRASIL LTDA,",-4.783e+05, 3.62e+07,   -0.013, 0.989,-7.14e+07, 7.05e+07
Cliente_ROHDEN PORTAS E ARTEFATOS DE MADEIRA LTDA,-3.847e+05, 3.36e+07,   -0.011, 0.991,-6.63e+07, 6.55e+07
Cliente_ROHDEN PORTAS E PAINEIS LTDA,-3.947e+06, 3.66e+07,   -0.108, 0.914,-7.57e+07, 6.78e+07
Cliente_ROLAMENTOS FAG LTDA,-3.285e+06,  4.4e+07,   -0.075, 0.941,-8.96e+07, 8.31e+07
Cliente_ROMA JENSEN COMERCIO E INDUSTRIA LTDA,-7.326e+06, 3.62e+07,   -0.203, 0.840,-7.82e+07, 6.36e+07
"Cliente_ROMAGNOLE PRODUTOS ELETRICOS S,A,",  2.74e+06, 2.97e+07,    0.092, 0.927,-5.56e+07, 6.11e+07
"Cliente_ROMI S,A,", 1.532e+07, 2.76e+07,    0.555, 0.579,-3.88e+07, 6.94e+07
Cliente_ROSSET & CIA LTDA, 1.397e+06, 3.31e+07,    0.042, 0.966,-6.36e+07, 6.64e+07
Cliente_RUETTE SPICES LTDA,-7.927e+06, 4.41e+07,   -0.180, 0.857,-9.43e+07, 7.85e+07
Cliente_RYGY COELI CONFECCOES LTDA,-1.645e+04, 3.46e+07,   -0.000, 1.000,-6.79e+07, 6.79e+07
Cliente_SAB COMPANY LOGISTICA INTEGRADA S/A,    -8e+05, 5.13e+07,   -0.016, 0.988,-1.01e+08, 9.97e+07
Cliente_SAB TRADING COMERCIAL EXPORTADORA S/A,-1.515e+05, 4.62e+07,   -0.003, 0.997,-9.07e+07, 9.04e+07
Cliente_SABO INDUSTRIA E COMERCIO DE AUTOPECAS LTDA,-5.366e+06, 2.72e+07,   -0.198, 0.843,-5.86e+07, 4.79e+07
Cliente_SAE TOWERS BRASIL TORRES DE TRANSMISSAO LTDA,-1.388e+07, 2.96e+07,   -0.469, 0.639,-7.19e+07, 4.42e+07
"Cliente_SAINT-GOBAIN VIDROS S,A,", 7.197e+06, 2.98e+07,    0.241, 0.809,-5.12e+07, 6.56e+07
Cliente_SAMPEL INDUSTRIA LTDA,-5.749e+06, 3.05e+07,   -0.188, 0.850,-6.55e+07,  5.4e+07
Cliente_SAMPLA DO BRASIL INDUSTRIA E COMERCIO DE CORREIAS LTDA,-7.814e+06, 3.62e+07,   -0.216, 0.829,-7.87e+07, 6.31e+07
Cliente_SAMSUNG ELETRONICA DA AMAZONIA LTDA, 5.865e+07, 3.66e+07,    1.604, 0.109,-1.31e+07,  1.3e+08
Cliente_SAMSUNG SDI BRASIL LTDA, 2.936e+07, 4.29e+07,    0.684, 0.494,-5.48e+07, 1.14e+08
Cliente_SAN MARCOS REVESTIMENTOS CERAMICOS LTDA, -3.95e+06, 4.44e+07,   -0.089, 0.929, -9.1e+07, 8.31e+07
Cliente_SAN MARINO ONIBUS LTDA, 8.833e+06,  2.7e+07,    0.327, 0.744,-4.41e+07, 6.18e+07
Cliente_SANGATI BERGA SA, 1.288e+07, 4.14e+07,    0.311, 0.756,-6.83e+07,  9.4e+07
Cliente_SANOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA - ME,-7.684e+06, 4.54e+07,   -0.169, 0.865,-9.66e+07, 8.12e+07
Cliente_SANREMO S/A, 1.413e+07, 3.62e+07,    0.390, 0.696,-5.69e+07, 8.51e+07
Cliente_SANRISIL S/A INDUSTRIA E COMERCIO, -3.22e+06, 3.15e+07,   -0.102, 0.919, -6.5e+07, 5.86e+07
Cliente_SANTA LAVINIA COMERCIO E EXPORTACAO LTDA,-3.059e+05, 4.26e+07,   -0.007, 0.994,-8.38e+07, 8.32e+07
Cliente_SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A,-2.893e+06, 2.93e+07,   -0.099, 0.921,-6.03e+07, 5.45e+07
"Cliente_SANTISTA PARTICIPACOES S,A,", 2.013e+06, 3.62e+07,    0.056, 0.956,-6.89e+07, 7.29e+07
"Cliente_SANTISTA WORK SOLUTION S,A,", 2.328e+06, 2.93e+07,    0.079, 0.937,-5.51e+07, 5.98e+07
Cliente_SANTO AMARO S/A IND E COM,-7.762e+06,  4.4e+07,   -0.176, 0.860,-9.41e+07, 7.86e+07
Cliente_SANTOS ANDIRA INDUSTRIA DE MOVEIS LTDA,-1.034e+06, 3.28e+07,   -0.032, 0.975,-6.54e+07, 6.33e+07
Cliente_SANTRON INDUSTRIAS ELETROELETRONICAS S/A, 7.151e+06,  3.8e+07,    0.188, 0.851,-6.73e+07, 8.16e+07
"Cliente_SAO DOMINGOS S,A, INDUSTRIA GRAFICA", -4.96e+06, 3.62e+07,   -0.137, 0.891,-7.59e+07,  6.6e+07
Cliente_SARA LEE CAFES DO BRASIL LTDA,-4.509e+06, 3.62e+07,   -0.125, 0.901,-7.54e+07, 6.64e+07
Cliente_SAUR EQUIPAMENTOS S/A, 9.575e+06, 3.62e+07,    0.264, 0.792,-6.14e+07, 8.06e+07
Cliente_SCA INDUSTRIA DE MOVEIS LTDA, 6.996e+06, 4.41e+07,    0.159, 0.874,-7.94e+07, 9.34e+07
Cliente_SCANIA LATIN AMERICA LTDA, 6.371e+07, 2.65e+07,    2.400, 0.016, 1.17e+07, 1.16e+08
"Cliente_SCHAEFFLER BRASIL LTDA,",-2.691e+05, 3.15e+07,   -0.009, 0.993,-6.21e+07, 6.15e+07
Cliente_SCHMIDT IRMAOS CALCADOS LTDA, 7.555e+06, 4.41e+07,    0.171, 0.864,-7.89e+07,  9.4e+07
Cliente_SCHMITZ AGROINDUSTRIAL LTDA,-3.956e+06, 4.44e+07,   -0.089, 0.929, -9.1e+07, 8.31e+07
Cliente_SCHNEIDER ELECTRIC BRASIL LTDA, 8.396e+06, 3.31e+07,    0.253, 0.800,-5.66e+07, 7.34e+07
Cliente_SCHULZ S/A, 4.318e+06, 2.71e+07,    0.159, 0.873,-4.88e+07, 5.74e+07
Cliente_SCHWING EQUIPAMENTOS INDUSTRIAIS LTDA,-5.441e+06, 3.37e+07,   -0.162, 0.872,-7.14e+07, 6.05e+07
Cliente_SCM GROUP TECMATIC MAQUINAS E EQUIPAMENTOS LTDA,-3.184e+06, 4.44e+07,   -0.072, 0.943,-9.02e+07, 8.39e+07
Cliente_SEARA ALIMENTOS LTDA, 9.139e+06, 2.77e+07,    0.329, 0.742,-4.52e+07, 6.35e+07
Cliente_SEARA COMERCIO DE ALIMENTOS LTDA,-3.945e+06, 2.74e+07,   -0.144, 0.885,-5.76e+07, 4.98e+07
Cliente_SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA,-3.557e+06, 3.27e+07,   -0.109, 0.913,-6.77e+07, 6.06e+07
Cliente_SEIFUN COMERCIO E INDUSTRIA LTDA,-8.202e+06, 3.16e+07,   -0.260, 0.795,-7.01e+07, 5.37e+07
Cliente_SELCO VEDACOES DINAMICAS LTDA, -6.98e+06, 2.98e+07,   -0.234, 0.815,-6.54e+07, 5.14e+07
Cliente_SELECTAS S A INDUSTRIA E COMERCIO DE MADEIRAS, 2.565e+05, 4.57e+07,    0.006, 0.996,-8.93e+07, 8.98e+07
"Cliente_SEMCO EQUIPAMENTOS DE REFRIGERACAO LTDA,",-4.225e+06, 3.34e+07,   -0.126, 0.899,-6.98e+07, 6.13e+07
Cliente_SEMCO EQUIPAMENTOS INDUSTRIAIS LTDA,-6.539e+06,  4.4e+07,   -0.148, 0.882,-9.29e+07, 7.98e+07
Cliente_SENDAS COMERCIO EXTERIOR S/A, 8.541e+06, 4.62e+07,    0.185, 0.853, -8.2e+07,  9.9e+07
Cliente_SENSE ELETRONICA LTDA,-1.343e+07, 4.49e+07,   -0.299, 0.765,-1.01e+08, 7.45e+07
Cliente_SERRARIAS CAMPOS DE PALMAS SA,-1.351e+06, 3.28e+07,   -0.041, 0.967,-6.56e+07, 6.29e+07
Cliente_SEW-EURODRIVE BRASIL LTDA, 4.201e+06, 2.89e+07,    0.145, 0.884,-5.25e+07, 6.09e+07
Cliente_SGM COMERCIO INDUSTRIA E EXPORTACAO LTDA,-1.453e+07, 4.57e+07,   -0.318, 0.751,-1.04e+08, 7.51e+07
